Env,Hybrid,Yield_Mg_ha
ILH1_2022,B14A/OH43,8.971509045965325
ILH1_2022,B37/H95,8.912158484097509
ILH1_2022,B73/MO17,9.460413743500002
ILH1_2022,B73/PHK76,9.566997206309633
ILH1_2022,B73/PHN82,9.690552527606345
ILH1_2022,B73/PHZ51,9.224276423342838
ILH1_2022,B73/TX779,9.158191203090901
ILH1_2022,B97/LH244,9.298807306589705
ILH1_2022,BGEM-0039-N/LH244,9.00608740773453
ILH1_2022,BGEM-0063-N/LH244,8.998679285524972
ILH1_2022,BGEM-0089-N/LH244,9.14311948891028
ILH1_2022,BGEM-0124-N/LH244,9.022341320456142
ILH1_2022,BGEM-0129-N/LH244,9.261302676990129
ILH1_2022,CG119/CG108,8.58185250727245
ILH1_2022,CG44/CGR01,9.175410024906919
ILH1_2022,DK3IIH6/LH244,9.125550796726209
ILH1_2022,DK78010/LH244,9.319629070742149
ILH1_2022,GEMN-0096/LH244,9.203831212020841
ILH1_2022,GEMN-0096_LH212HT_0001/LH244,9.329909102865361
ILH1_2022,GEMN-0096_LH212HT_0004/LH244,9.312774309082965
ILH1_2022,GEMN-0096_LH212HT_0005/LH244,9.367553257088476
ILH1_2022,GEMN-0096_LH212HT_0006/LH244,9.339730840255754
ILH1_2022,GEMN-0096_LH212HT_0009/LH244,9.314476504638476
ILH1_2022,GEMN-0096_LH212HT_0010/LH244,9.342172808903252
ILH1_2022,GEMN-0096_LH212HT_0011/LH244,9.340263718301125
ILH1_2022,GEMN-0096_LH212HT_0012/LH244,9.347933017496675
ILH1_2022,GEMN-0096_LH212HT_0013/LH244,9.347852326458165
ILH1_2022,GEMN-0096_LH212HT_0017/LH244,9.310092578799258
ILH1_2022,GEMN-0096_LH212HT_0021/LH244,9.344650012179137
ILH1_2022,GEMN-0096_PHJ89_0001/LH244,9.239654315058264
ILH1_2022,GEMN-0096_PHJ89_0002/LH244,9.339194192260072
ILH1_2022,GEMN-0096_PHJ89_0006/LH244,9.265851537183224
ILH1_2022,GEMN-0096_PHJ89_0007/LH244,9.313700583951835
ILH1_2022,GEMN-0096_PHJ89_0009/LH244,9.26464061011641
ILH1_2022,GEMN-0096_PHJ89_0010/LH244,9.213952867135156
ILH1_2022,GEMN-0096_PHJ89_0011/LH244,9.274838591334872
ILH1_2022,GEMN-0096_PHJ89_0012/LH244,9.303630536263567
ILH1_2022,GEMN-0096_PHJ89_0013/LH244,9.34979371301839
ILH1_2022,GEMN-0096_PHJ89_0014/LH244,9.24832901531491
ILH1_2022,GEMN-0096_PHJ89_0016/LH244,9.197585887384603
ILH1_2022,GEMN-0096_PHJ89_0017/LH244,9.272196493679491
ILH1_2022,GEMN-0096_PHK76_0001/LH244,9.114155725826773
ILH1_2022,GEMN-0096_PHK76_0002/LH244,9.16232922542945
ILH1_2022,GEMN-0096_PHK76_0003/LH244,9.194078724596457
ILH1_2022,GEMN-0096_PHK76_0004/LH244,9.204526741410698
ILH1_2022,GEMN-0096_PHK76_0006/LH244,9.190333571798929
ILH1_2022,GEMN-0096_PHK76_0007/LH244,9.107515504031275
ILH1_2022,GEMN-0096_PHK76_0008/LH244,9.143566679305001
ILH1_2022,GEMN-0096_PHK76_0009/LH244,9.071883752932223
ILH1_2022,GEMN-0096_PHK76_0010/LH244,9.14368840399135
ILH1_2022,GEMN-0096_PHK76_0013/LH244,9.067524357291076
ILH1_2022,GEMN-0096_PHK76_0015/LH244,9.042870943022976
ILH1_2022,GEMN-0096_PHK76_0016/LH244,9.091150707962058
ILH1_2022,GEMN-0096_PHN46_0001/LH244,9.231987670043168
ILH1_2022,GEMN-0096_PHN46_0002/LH244,9.21592960385453
ILH1_2022,GEMN-0096_PHN46_0003/LH244,9.242274355748153
ILH1_2022,GEMN-0096_PHN46_0004/LH244,9.223901780307793
ILH1_2022,GEMN-0096_PHN46_0005/LH244,9.293476289371492
ILH1_2022,GEMN-0096_PHN46_0007/LH244,9.35954130120787
ILH1_2022,GEMN-0096_PHN46_0009/LH244,9.043778429351278
ILH1_2022,GEMN-0096_PHN46_0010/LH244,9.439266380159783
ILH1_2022,GEMN-0096_PHN46_0011/LH244,9.208588331375104
ILH1_2022,GEMN-0096_PHN46_0012/LH244,9.19807771865974
ILH1_2022,GEMN-0096_PHN46_0013/LH244,9.069810899368123
ILH1_2022,GEMN-0096_PHN46_0014/LH244,9.300808061656435
ILH1_2022,GEMN-0096_PHN46_0018/LH244,9.219430306799495
ILH1_2022,GEMN-0096_PHN46_0020/LH244,9.203653312600645
ILH1_2022,GEMN-0096_PHN46_0023/LH244,9.270694470737714
ILH1_2022,GEMN-0096_PHP02_0001/LH244,9.260151974474258
ILH1_2022,GEMN-0096_PHP02_0003/LH244,9.160184729869883
ILH1_2022,GEMN-0096_PHP02_0005/LH244,9.23795357605339
ILH1_2022,GEMN-0096_PHP02_0006/LH244,9.11035005582273
ILH1_2022,GEMN-0096_PHP02_0007/LH244,9.091817692668652
ILH1_2022,GEMN-0096_PHP02_0009/LH244,9.278808202948264
ILH1_2022,GEMN-0096_PHP02_0011/LH244,9.301168145426123
ILH1_2022,GEMN-0096_PHP02_0012/LH244,9.32452584038557
ILH1_2022,GEMN-0096_PHP02_0015/LH244,9.347372201211039
ILH1_2022,GEMN-0096_PHP02_0016/LH244,9.404629789070302
ILH1_2022,GEMN-0096_PHP02_0017/LH244,9.09439579593619
ILH1_2022,GEMN-0096_PHP02_0022/LH244,9.365950883710918
ILH1_2022,GEMN-0096_PHP02_0025/LH244,9.139265285181482
ILH1_2022,GEMN-0096_PHP02_0030/LH244,9.272193478872538
ILH1_2022,GEMN-0097/LH244,9.349514540437099
ILH1_2022,GEMN-0097_LH212HT_0002/LH244,9.369310272641158
ILH1_2022,GEMN-0097_LH212HT_0004/LH244,9.483407716654495
ILH1_2022,GEMN-0097_LH212HT_0019/LH244,9.172047253174766
ILH1_2022,GEMN-0097_LH212HT_0020/LH244,9.366273084175935
ILH1_2022,GEMN-0097_LH212HT_0026/LH244,9.449050611378308
ILH1_2022,GEMN-0097_LH212HT_0032/LH244,9.3356591280788
ILH1_2022,GEMN-0097_LH212HT_0039/LH244,9.362892128057958
ILH1_2022,GEMN-0097_LH212HT_0047/LH244,9.381517451760569
ILH1_2022,GEMN-0097_LH212HT_0051/LH244,9.367511807234322
ILH1_2022,GEMN-0097_LH212HT_0054/LH244,9.346402641520102
ILH1_2022,GEMN-0097_LH212HT_0058/LH244,9.328826529765587
ILH1_2022,GEMN-0097_LH212HT_0061/LH244,9.278426901313095
ILH1_2022,GEMN-0097_LH212HT_0062/LH244,9.295539369414321
ILH1_2022,GEMN-0097_LH212HT_0069/LH244,9.333422967744545
ILH1_2022,GEMN-0097_LH212HT_0074/LH244,9.360348060495921
ILH1_2022,GEMN-0097_LH212HT_0078/LH244,9.146935793315034
ILH1_2022,GEMN-0097_LH212HT_0085/LH244,9.274938398363059
ILH1_2022,GEMN-0097_LH212HT_0090/LH244,9.399636571109319
ILH1_2022,GEMN-0097_PHJ89_0001/LH244,9.331428071197186
ILH1_2022,GEMN-0097_PHJ89_0002/LH244,9.302440797076558
ILH1_2022,GEMN-0097_PHJ89_0003/LH244,9.344971327133294
ILH1_2022,GEMN-0097_PHJ89_0005/LH244,9.225899445904933
ILH1_2022,GEMN-0097_PHJ89_0006/LH244,9.36104779623171
ILH1_2022,GEMN-0097_PHJ89_0007/LH244,9.221299284121956
ILH1_2022,GEMN-0097_PHJ89_0008/LH244,9.342603985401402
ILH1_2022,GEMN-0097_PHJ89_0010/LH244,9.342505290578178
ILH1_2022,GEMN-0097_PHJ89_0011/LH244,9.197038780904863
ILH1_2022,GEMN-0097_PHJ89_0012/LH244,9.25614380729711
ILH1_2022,GEMN-0097_PHJ89_0013/LH244,9.375297154546816
ILH1_2022,GEMN-0097_PHJ89_0016/LH244,9.327025513054377
ILH1_2022,GEMN-0097_PHJ89_0020/LH244,9.326594152760002
ILH1_2022,GEMN-0097_PHJ89_0025/LH244,9.331844269273917
ILH1_2022,GEMN-0097_PHJ89_0026/LH244,9.286161298887723
ILH1_2022,GEMN-0097_PHJ89_0027/LH244,9.304002399991058
ILH1_2022,GEMN-0097_PHJ89_0028/LH244,9.300997818527877
ILH1_2022,GEMN-0097_PHJ89_0029/LH244,9.353095152770008
ILH1_2022,GEMN-0097_PHJ89_0033/LH244,9.288792612152175
ILH1_2022,GEMN-0097_PHJ89_0036/LH244,9.347695359738488
ILH1_2022,GEMN-0097_PHJ89_0039/LH244,9.310695939371971
ILH1_2022,GEMN-0097_PHK76_0002/LH244,9.319947315326363
ILH1_2022,GEMN-0097_PHK76_0003/LH244,9.237671446025441
ILH1_2022,GEMN-0097_PHK76_0007/LH244,9.226878082092945
ILH1_2022,GEMN-0097_PHK76_0009/LH244,9.280009766261477
ILH1_2022,GEMN-0097_PHK76_0011/LH244,9.052615187039104
ILH1_2022,GEMN-0097_PHK76_0014/LH244,9.21832473189825
ILH1_2022,GEMN-0097_PHK76_0015/LH244,9.161954795310027
ILH1_2022,GEMN-0097_PHK76_0018/LH244,9.135168320098114
ILH1_2022,GEMN-0097_PHK76_0021/LH244,9.102437523551838
ILH1_2022,GEMN-0097_PHK76_0036/LH244,9.337998726954748
ILH1_2022,GEMN-0097_PHK76_0037/LH244,9.081593780591586
ILH1_2022,GEMN-0097_PHK76_0038/LH244,9.076886868782227
ILH1_2022,GEMN-0097_PHK76_0039/LH244,9.261946570385751
ILH1_2022,GEMN-0097_PHK76_0041/LH244,9.185305619343303
ILH1_2022,GEMN-0097_PHK76_0048/LH244,9.43563690814467
ILH1_2022,GEMN-0097_PHK76_0053/LH244,9.14992271070792
ILH1_2022,GEMN-0097_PHK76_0055/LH244,9.238088753232816
ILH1_2022,GEMN-0097_PHK76_0060/LH244,9.174767833000658
ILH1_2022,GEMN-0097_PHN46_0001/LH244,9.349138700652858
ILH1_2022,GEMN-0097_PHN46_0003/LH244,9.231743782592368
ILH1_2022,GEMN-0097_PHN46_0004/LH244,9.276943561515127
ILH1_2022,GEMN-0097_PHN46_0005/LH244,9.353837095019818
ILH1_2022,GEMN-0097_PHN46_0007/LH244,9.39723193570963
ILH1_2022,GEMN-0097_PHN46_0008/LH244,9.528113907690555
ILH1_2022,GEMN-0097_PHN46_0011/LH244,9.36632001055766
ILH1_2022,GEMN-0097_PHN46_0013/LH244,9.272194715789547
ILH1_2022,GEMN-0097_PHN46_0014/LH244,9.261564740981209
ILH1_2022,GEMN-0097_PHN46_0016/LH244,9.240042535433718
ILH1_2022,GEMN-0097_PHN46_0018/LH244,9.374582371966335
ILH1_2022,GEMN-0097_PHP02_0001/LH244,9.277811036352462
ILH1_2022,GEMN-0097_PHP02_0002/LH244,9.309384941748466
ILH1_2022,GEMN-0097_PHP02_0003/LH244,9.125284279379924
ILH1_2022,GEMN-0097_PHP02_0005/LH244,9.237242196543402
ILH1_2022,GEMN-0097_PHP02_0006/LH244,9.253354907095282
ILH1_2022,GEMN-0097_PHP02_0007/LH244,9.344839582628317
ILH1_2022,GEMN-0098/LH244,9.165428027393997
ILH1_2022,GEMN-0104/LH244,9.391242662736351
ILH1_2022,GEMN-0124/LH244,9.29978780001052
ILH1_2022,GEMN-0144/LH244,9.194861170861751
ILH1_2022,GEMN-0157/LH244,9.190869340786888
ILH1_2022,GEMN-0177/LH244,9.177305207101114
ILH1_2022,GEMN-0178/LH244,9.17251190491896
ILH1_2022,GEMN-0187/LH244,9.334883752209928
ILH1_2022,GEMN-0192/LH244,9.29559578085865
ILH1_2022,GEMN-0192_LH212HT_0001/LH244,9.223718774314351
ILH1_2022,GEMN-0192_LH212HT_0006/LH244,9.345113676655936
ILH1_2022,GEMN-0192_LH212HT_0008/LH244,9.306957517999516
ILH1_2022,GEMN-0192_LH212HT_0010/LH244,9.255870002434456
ILH1_2022,GEMN-0192_LH212HT_0011/LH244,9.34410013316647
ILH1_2022,GEMN-0192_LH212HT_0012/LH244,9.227557434520786
ILH1_2022,GEMN-0192_LH212HT_0013/LH244,9.246957419118637
ILH1_2022,GEMN-0192_LH212HT_0014/LH244,9.36210045981804
ILH1_2022,GEMN-0192_LH212HT_0015/LH244,9.327120639541901
ILH1_2022,GEMN-0192_LH212HT_0016/LH244,9.343267273862999
ILH1_2022,GEMN-0192_LH212HT_0018/LH244,9.39133097122614
ILH1_2022,GEMN-0192_LH212HT_0021/LH244,9.322862021736032
ILH1_2022,GEMN-0192_LH212HT_0023/LH244,9.32750380970264
ILH1_2022,GEMN-0192_PHJ89_0001/LH244,9.250242454046619
ILH1_2022,GEMN-0192_PHJ89_0002/LH244,9.339487994754712
ILH1_2022,GEMN-0192_PHK76_0002/LH244,9.187359746794158
ILH1_2022,GEMN-0192_PHK76_0004/LH244,9.251462381518493
ILH1_2022,GEMN-0192_PHK76_0005/LH244,9.048276753496289
ILH1_2022,GEMN-0192_PHK76_0006/LH244,9.100015076947667
ILH1_2022,GEMN-0192_PHK76_0007/LH244,9.153941980357253
ILH1_2022,GEMN-0192_PHK76_0008/LH244,9.069283222110673
ILH1_2022,GEMN-0192_PHK76_0009/LH244,9.111638020959873
ILH1_2022,GEMN-0192_PHK76_0010/LH244,9.18519115516618
ILH1_2022,GEMN-0192_PHK76_0011/LH244,9.233034843676185
ILH1_2022,GEMN-0192_PHK76_0012/LH244,9.225051633997627
ILH1_2022,GEMN-0192_PHK76_0013/LH244,9.383027047548683
ILH1_2022,GEMN-0192_PHK76_0014/LH244,9.156458612315657
ILH1_2022,GEMN-0192_PHK76_0015/LH244,9.070232875529296
ILH1_2022,GEMN-0192_PHK76_0016/LH244,9.285324412166403
ILH1_2022,GEMN-0192_PHK76_0017/LH244,9.039638320373138
ILH1_2022,GEMN-0192_PHK76_0019/LH244,9.139617311411863
ILH1_2022,GEMN-0192_PHK76_0021/LH244,9.176508183861728
ILH1_2022,GEMN-0192_PHK76_0025/LH244,9.178508615397245
ILH1_2022,GEMN-0192_PHK76_0027/LH244,9.241475827496515
ILH1_2022,GEMN-0192_PHK76_0028/LH244,9.082540417512426
ILH1_2022,GEMN-0192_PHK76_0030/LH244,9.09719606203935
ILH1_2022,GEMN-0192_PHK76_0032/LH244,9.161516565306947
ILH1_2022,GEMN-0192_PHK76_0033/LH244,9.1174188226807
ILH1_2022,GEMN-0192_PHK76_0035/LH244,9.163879157533326
ILH1_2022,GEMN-0192_PHK76_0036/LH244,9.026753475704885
ILH1_2022,GEMN-0192_PHK76_0037/LH244,9.106765081985811
ILH1_2022,GEMN-0192_PHK76_0041/LH244,9.212583282316189
ILH1_2022,GEMN-0192_PHK76_0044/LH244,9.132211412282176
ILH1_2022,GEMN-0192_PHK76_0045/LH244,9.238467860999696
ILH1_2022,GEMN-0192_PHN46_0001/LH244,9.25284608673713
ILH1_2022,GEMN-0192_PHN46_0002/LH244,9.287925608167932
ILH1_2022,GEMN-0192_PHN46_0003/LH244,9.178059849009928
ILH1_2022,GEMN-0192_PHN46_0004/LH244,9.365512072463275
ILH1_2022,GEMN-0192_PHN46_0005/LH244,9.233413267114244
ILH1_2022,GEMN-0192_PHN46_0006/LH244,9.253784215654473
ILH1_2022,GEMN-0192_PHN46_0008/LH244,9.363248175162429
ILH1_2022,GEMN-0192_PHN46_0009/LH244,9.320402059041328
ILH1_2022,GEMN-0192_PHN46_0010/LH244,9.169174967873271
ILH1_2022,GEMN-0192_PHN46_0011/LH244,9.082077524128866
ILH1_2022,GEMN-0192_PHN46_0012/LH244,9.296118030900063
ILH1_2022,GEMN-0192_PHN46_0014/LH244,9.2040681149474
ILH1_2022,GEMN-0192_PHN46_0015/LH244,9.313033723888562
ILH1_2022,GEMN-0192_PHN46_0017/LH244,9.183001919816224
ILH1_2022,GEMN-0192_PHN46_0018/LH244,9.290844538080544
ILH1_2022,GEMN-0192_PHN46_0020/LH244,9.341532241552615
ILH1_2022,GEMN-0192_PHN46_0025/LH244,9.213272718669684
ILH1_2022,GEMN-0192_PHP02_0001/LH244,9.284694576674282
ILH1_2022,GEMN-0192_PHP02_0003/LH244,9.233777487295916
ILH1_2022,GEMN-0225/LH244,9.258571240946946
ILH1_2022,GEMN-0225_LH212HT_0002/LH244,9.236735741080556
ILH1_2022,GEMN-0225_LH212HT_0003/LH244,9.218509874550232
ILH1_2022,GEMN-0225_LH212HT_0005/LH244,9.440603265988685
ILH1_2022,GEMN-0225_LH212HT_0006/LH244,9.181489891477828
ILH1_2022,GEMN-0225_LH212HT_0008/LH244,9.333951551821663
ILH1_2022,GEMN-0225_LH212HT_0015/LH244,9.286999670914971
ILH1_2022,GEMN-0225_LH212HT_0017/LH244,9.252180048320595
ILH1_2022,GEMN-0225_LH212HT_0023/LH244,9.431685059308798
ILH1_2022,GEMN-0225_LH212HT_0024/LH244,9.279639961999882
ILH1_2022,GEMN-0225_LH212HT_0025/LH244,9.20774655803279
ILH1_2022,GEMN-0225_LH212HT_0029/LH244,9.262421517291015
ILH1_2022,GEMN-0225_LH212HT_0033/LH244,9.20580798444557
ILH1_2022,GEMN-0225_LH212HT_0036/LH244,9.20716474378088
ILH1_2022,GEMN-0225_LH212HT_0038/LH244,9.28872783724527
ILH1_2022,GEMN-0225_LH212HT_0040/LH244,9.275567682146615
ILH1_2022,GEMN-0225_LH212HT_0043/LH244,9.288091638612393
ILH1_2022,GEMN-0225_PHJ89_0001/LH244,9.242888452114855
ILH1_2022,GEMN-0225_PHJ89_0002/LH244,9.292841875750634
ILH1_2022,GEMN-0225_PHJ89_0003/LH244,9.35043107563916
ILH1_2022,GEMN-0225_PHJ89_0004/LH244,9.336426040603033
ILH1_2022,GEMN-0225_PHJ89_0005/LH244,9.28156956104575
ILH1_2022,GEMN-0225_PHJ89_0006/LH244,9.316125189495924
ILH1_2022,GEMN-0225_PHJ89_0008/LH244,9.244550470025592
ILH1_2022,GEMN-0225_PHJ89_0009/LH244,9.326944112271418
ILH1_2022,GEMN-0225_PHJ89_0013/LH244,9.394246325885096
ILH1_2022,GEMN-0225_PHJ89_0015/LH244,9.188747279604298
ILH1_2022,GEMN-0225_PHJ89_0016/LH244,9.354294410238689
ILH1_2022,GEMN-0225_PHJ89_0017/LH244,9.314109546122454
ILH1_2022,GEMN-0225_PHJ89_0018/LH244,9.361894693190546
ILH1_2022,GEMN-0225_PHJ89_0020/LH244,9.252599716915526
ILH1_2022,GEMN-0225_PHJ89_0021/LH244,9.22034254112259
ILH1_2022,GEMN-0225_PHJ89_0022/LH244,9.324837272514676
ILH1_2022,GEMN-0225_PHJ89_0026/LH244,9.301174672038519
ILH1_2022,GEMN-0225_PHJ89_0032/LH244,9.272049381897983
ILH1_2022,GEMN-0225_PHK76_0001/LH244,9.256726445383869
ILH1_2022,GEMN-0225_PHK76_0002/LH244,9.304355149696097
